RPC,Description,Lithology,Vp,Vs,Rho,Rho_n
101754,DSDP S.289 916 M,limestone,2497.05,968.83,1870.0,1844.4358887225333
101755,DSDP S.289 924 M,limestone,2658.79,1302.49,1950.0,1998.0617607537
101756,DSDP S.289 924 M,limestone,2712.6,1248.69,1950.0,1913.880817220519
101757,DSDP S.289 933 M,limestone,2776.9,1248.69,1910.0,1950.2757849023
101758,DSDP S.289 933 M,limestone,2820.21,1227.03,1910.0,1906.7762995546707
101759,DSDP S.289 941 M,limestone,2723.1,1270.01,1900.0,1942.4251154198976
101760,DSDP S.289 941 M,limestone,2680.12,1248.69,1900.0,1938.0798299024937
101761,DSDP S.289 951 M,limestone,2346.46,947.18,1960.0,1957.4030986349226
101762,DSDP S.289 951 M,limestone,2421.92,925.52,1960.0,1956.305780334838
101763,DSDP S.289 953 M,limestone,2712.6,1141.08,1940.0,1974.9898492894488
101764,DSDP S.289 953 M,limestone,2766.4,1141.08,1940.0,1921.742018380081
101765,DSDP S.289 961.0M,limestone,2368.11,947.18,1990.0,1975.4860235160165
101766,DSDP S.289 961.0M,limestone,2518.7,947.18,1990.0,1983.9844067505605
101767,DSDP S.289 961.5M,limestone,2604.99,1216.21,2020.0,2069.114340331648
101768,DSDP S.289 961.5M,limestone,2766.4,1248.69,2020.0,2010.9426862589835
101773,DSDP S.289 999 M,limestone,2432.74,1119.42,1970.0,1978.690581024753
101774,DSDP S.289 999 M,limestone,2583.33,1141.08,1970.0,1921.5956007971454
101775,DSDP S.289 1009.0M,limestone,2615.49,1162.4,2000.0,1956.4785262711512
101776,DSDP S.289 1009.0M,limestone,2798.56,1184.06,2000.0,2033.4675953738706
101777,DSDP S.289 1009.5M,limestone,2518.7,1194.88,2010.0,2046.1827387930189
101778,DSDP S.289 1009.5M,limestone,2723.1,1248.69,2010.0,2045.4039910242109
101779,DSDP S.289 1017 M,limestone,2680.12,1141.08,1980.0,1964.920771337103
101780,DSDP S.289 1017 M,limestone,2895.34,1173.23,1980.0,1961.0774671662307
101783,DSDP S.289 1027 M,limestone,3024.61,1367.13,2100.0,2101.231835264936
101784,DSDP S.289 1027 M,limestone,3121.39,1399.28,2100.0,2135.472641678767
101820,DSDP S.289 1175 M,limestone,2690.94,1205.38,2100.0,2090.470023436836
101823,DSDP S.289 1233 M,limestone,2874.02,1571.52,2140.0,2160.5141048682235
101824,DSDP S.289 1233 M,limestone,3143.04,1743.77,2140.0,2160.763468787789
102841,SOLENHOFEN LIMESTONE 69-2,limestone,1845.0,969.0,,
101127,PICKETT LIMESTONE,limestone,1910.14,988.49,,
102855,SOLENHOFEN LIMESTONE 69-2,limestone,5940.0,3140.0,,
102846,SOLENHOFEN LIMESTONE 69-2,limestone,1887.0,990.0,,
101131,PICKETT LIMESTONE,limestone,1849.71,993.31,,
101143,PICKETT LIMESTONE,limestone,5753.28,3086.94,,
101145,PICKETT LIMESTONE,limestone,5863.52,2966.86,,
101151,PICKETT LIMESTONE,limestone,5447.18,2899.93,,
101125,PICKETT LIMESTONE,limestone,1927.17,1001.38,,
101117,PICKETT LIMESTONE,limestone,1956.5,1021.26,,
101121,PICKETT LIMESTONE,limestone,1938.88,1007.87,,
101136,PICKETT LIMESTONE,limestone,5895.34,3227.69,,
102847,SOLENHOFEN LIMESTONE 69-2,limestone,1878.0,990.0,,
102845,SOLENHOFEN LIMESTONE 69-2,limestone,1893.0,990.0,,
101157,PICKETT LIMESTONE,limestone,5147.31,2625.66,,
101123,PICKETT LIMESTONE,limestone,1898.82,1016.14,,
101122,PICKETT LIMESTONE,limestone,1921.46,1022.93,,
101153,PICKETT LIMESTONE,limestone,5378.94,2843.83,,
102848,SOLENHOFEN LIMESTONE 69-2,limestone,1869.0,990.0,,
101148,PICKETT LIMESTONE,limestone,5722.77,2851.71,,
101135,PICKETT LIMESTONE,limestone,1808.27,954.82,,
101144,PICKETT LIMESTONE,limestone,5692.26,3037.07,,
101154,PICKETT LIMESTONE,limestone,5260.5,2801.18,,
101159,PICKETT LIMESTONE,limestone,4823.82,2563.65,,
101155,PICKETT LIMESTONE,limestone,5260.5,2752.3,,
102854,SOLENHOFEN LIMESTONE 69-2,limestone,1812.0,948.0,,
101146,PICKETT LIMESTONE,limestone,5879.27,2949.8,,
101164,PICKETT LIMESTONE,limestone,4390.09,2360.56,,
102853,SOLENHOFEN LIMESTONE 69-2,limestone,1980.0,954.0,,
101124,PICKETT LIMESTONE,limestone,1893.31,1006.2,,
102844,SOLENHOFEN LIMESTONE 69-2,limestone,1896.0,987.0,,
101152,PICKETT LIMESTONE,limestone,5365.81,2863.52,,
101126,PICKETT LIMESTONE,limestone,1915.85,999.71,,
101129,PICKETT LIMESTONE,limestone,1876.68,993.31,,
101149,PICKETT LIMESTONE,limestone,5475.07,2916.34,,
101163,PICKETT LIMESTONE,limestone,4596.78,2387.8,,
101150,PICKETT LIMESTONE,limestone,5488.85,2903.87,,
101130,PICKETT LIMESTONE,limestone,1876.68,983.76,,
101138,PICKETT LIMESTONE,limestone,1803.35,941.73,,
101142,PICKETT LIMESTONE,limestone,5895.34,3068.57,,
101118,PICKETT LIMESTONE,limestone,1950.49,1014.47,,
101162,PICKETT LIMESTONE,limestone,4666.34,2474.08,,
102842,SOLENHOFEN LIMESTONE 69-2,limestone,1875.0,978.0,,
102852,SOLENHOFEN LIMESTONE 69-2,limestone,1821.0,957.0,,
102843,SOLENHOFEN LIMESTONE 69-2,limestone,1890.0,984.0,,
101141,PICKETT LIMESTONE,limestone,5911.75,3082.35,,
101134,PICKETT LIMESTONE,limestone,1834.06,957.78,,
101119,PICKETT LIMESTONE,limestone,1950.49,1014.47,,
102242,R.PRICE 10921.5 #43,dolomite,4265.09,2555.77,2340.0,2318.184590418665
102096,R.PRICE 10889.5 #13,dolomite,5708.66,3444.88,2690.0,2705.9387555262024
102196,R.PRICE 10913.5 #35,dolomite,4855.64,2841.21,2440.0,2435.40362591893
102071,R.PRICE 10883.5 #7,dolomite,4986.88,3034.78,2570.0,2573.302019552264
102089,R.PRICE 10883.5 #7,dolomite,5544.62,3070.87,2570.0,2559.995058824221
102081,R.PRICE 10883.5 #7,dolomite,4986.88,2732.94,2570.0,2544.1991386037284
102256,R.PRICE 10921.5 #43,dolomite,4461.94,2431.1,2340.0,2310.7727552458546
102150,R.PRICE 10901.5 #25,dolomite,5216.54,2801.84,2530.0,2480.650146322078
102267,R.PRICE 10926.5 #48,dolomite,5774.28,3379.27,2560.0,2580.380454038579
102221,R.PRICE 10916.5 #38,dolomite,5282.15,2995.41,2440.0,2469.2685963555164
102116,R.PRICE 10890.5 #14,dolomite,5741.47,3444.88,2640.0,2683.8705140788543
102274,R.PRICE 10926.5 #48,dolomite,5741.47,3221.78,2560.0,2533.901675395383
102249,R.PRICE 10921.5 #43,dolomite,4002.62,2083.33,2340.0,2388.188621021648
102140,R.PRICE 10901.5 #25,dolomite,5052.49,2962.6,2530.0,2539.5011937072736
102121,R.PRICE 10890.5 #14,dolomite,5314.96,3172.57,2640.0,2636.6601196349147
102264,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0,2569.110252604717
102180,R.PRICE 10909.5 #31,dolomite,4625.98,2765.75,2370.0,2364.6598479352465
102297,R.PRICE 10928.5 #50,dolomite,4527.56,2434.38,2310.0,2299.1671054280464
102141,R.PRICE 10901.5 #25,dolomite,5314.96,3136.48,2530.0,2572.2417818335675
102215,R.PRICE 10913.5 #35,dolomite,5610.24,3028.22,2440.0,2417.887121796965
102224,R.PRICE 10916.5 #38,dolomite,5249.34,3011.81,2440.0,2398.4339372320624
102272,R.PRICE 10926.5 #48,dolomite,5708.66,3231.63,2560.0,2585.716693597929
102135,R.PRICE 10901.5 #25,dolomite,4691.6,2874.02,2530.0,2562.781774315638
102094,R.PRICE 10889.5 #13,dolomite,5675.85,3412.07,2690.0,2690.369468217226
102142,R.PRICE 10901.5 #25,dolomite,4396.33,2588.58,2530.0,2518.1871683480717
102152,R.PRICE 10901.5 #25,dolomite,5479.0,2962.6,2530.0,2486.023985630356
102091,R.PRICE 10889.5 #13,dolomite,5216.54,3123.36,2690.0,2666.705131852106
102222,R.PRICE 10916.5 #38,dolomite,5249.34,2998.69,2440.0,2474.531419697467
102227,R.PRICE 10916.5 #38,dolomite,4921.26,2601.71,2440.0,2390.7637978837965
102093,R.PRICE 10889.5 #13,dolomite,5577.43,3346.46,2690.0,2674.72679875615
102136,R.PRICE 10901.5 #25,dolomite,4986.88,2942.91,2530.0,2564.547424119076
102298,R.PRICE 10928.5 #50,dolomite,4625.98,2529.53,2310.0,2262.1977999596484
102144,R.PRICE 10901.5 #25,dolomite,4954.07,2657.48,2530.0,2545.1358370180715
102248,R.PRICE 10921.5 #43,dolomite,3608.92,1916.01,2340.0,2357.610724391925
102087,R.PRICE 10883.5 #7,dolomite,5314.96,2890.42,2570.0,2606.9339057538473
102197,R.PRICE 10913.5 #35,dolomite,5019.69,2916.67,2440.0,2437.0228305005467
102206,R.PRICE 10913.5 #35,dolomite,5019.69,2578.74,2440.0,2444.695776679752
102250,R.PRICE 10921.5 #43,dolomite,4232.28,2191.6,2340.0,2368.122900955925
102228,R.PRICE 10916.5 #38,dolomite,5019.69,2719.82,2440.0,2415.0926906353225
102205,R.PRICE 10913.5 #35,dolomite,4888.45,2828.08,2440.0,2453.270124244777
102187,R.PRICE 10909.5 #31,dolomite,4560.37,2457.35,2370.0,2338.609059195915
102278,R.PRICE 10926.5 #48,dolomite,5905.51,3313.65,2560.0,2576.296356958176
102165,R.PRICE 10908.5 #30,dolomite,4527.56,2467.19,2390.0,2342.1530294870577
102266,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0,2570.820194782801
102133,R.PRICE 10901.5 #25,dolomite,4330.71,2562.34,2530.0,2547.2343626083607
102146,R.PRICE 10901.5 #25,dolomite,5249.34,2847.77,2530.0,2485.168085192838
102095,R.PRICE 10889.5 #13,dolomite,5741.47,3412.07,2690.0,2668.961667289407
102212,R.PRICE 10913.5 #35,dolomite,5380.58,3028.22,2440.0,2397.869155313258
102203,R.PRICE 10913.5 #35,dolomite,5249.34,3038.06,2440.0,2437.545487186435
102231,R.PRICE 10916.5 #38,dolomite,5282.15,2847.77,2440.0,2455.714340107172
102263,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0,2553.2633480378645
102167,R.PRICE 10908.5 #30,dolomite,4855.64,2660.76,2390.0,2427.679482994194
102245,R.PRICE 10921.5 #43,dolomite,4265.09,2559.06,2340.0,2338.8465010540986
102073,R.PRICE 10883.5 #7,dolomite,5183.73,3139.76,2570.0,2547.8359869440064
102084,R.PRICE 10883.5 #7,dolomite,5347.77,2893.7,2570.0,2523.737902922511
102114,R.PRICE 10890.5 #14,dolomite,5479.0,3313.65,2640.0,2609.422953999177
102299,R.PRICE 10928.5 #50,dolomite,4724.41,2578.74,2310.0,2311.044301302188
102234,R.PRICE 10916.5 #38,dolomite,5282.15,2854.33,2440.0,2398.426414647153
102204,R.PRICE 10913.5 #35,dolomite,5511.81,3192.26,2440.0,2416.1746790529637
102147,R.PRICE 10901.5 #25,dolomite,5282.15,2841.21,2530.0,2498.9862826549233
102192,R.PRICE 10909.5 #31,dolomite,4658.79,2591.86,2370.0,2397.837309870419
102145,R.PRICE 10901.5 #25,dolomite,5085.3,2742.78,2530.0,2546.961293321705
102082,R.PRICE 10883.5 #7,dolomite,5150.92,2798.56,2570.0,2581.29265828332
102294,R.PRICE 10928.5 #50,dolomite,4560.37,2440.94,2310.0,2337.0125670056705
102283,R.PRICE 10928.5 #50,dolomite,4461.94,2604.99,2310.0,2300.805899991419
102177,R.PRICE 10909.5 #31,dolomite,4429.13,2716.54,2370.0,2412.9582524204725
102158,R.PRICE 10908.5 #30,dolomite,4658.79,2791.99,2390.0,2417.0198304306364
102270,R.PRICE 10926.5 #48,dolomite,5511.81,3139.76,2560.0,2585.3851963762468
102118,R.PRICE 10890.5 #14,dolomite,5741.47,3477.69,2640.0,2665.6188621447022
102156,R.PRICE 10908.5 #30,dolomite,4461.94,2687.01,2390.0,2350.3863605306133
102255,R.PRICE 10921.5 #43,dolomite,4363.52,2322.83,2340.0,2348.818781264139
102289,R.PRICE 10928.5 #50,dolomite,4002.62,2365.49,2310.0,2331.1876885446363
102169,R.PRICE 10908.5 #30,dolomite,4855.64,2657.48,2390.0,2415.024021881207
102195,R.PRICE 10909.5 #31,dolomite,4232.28,2312.99,2370.0,2330.8619305127568
102080,R.PRICE 10883.5 #7,dolomite,4790.03,2647.64,2570.0,2552.253147807217
102260,R.PRICE 10926.5 #48,dolomite,5413.39,3225.07,2560.0,2563.7082245878
102173,R.PRICE 10908.5 #30,dolomite,5183.73,2814.96,2390.0,2396.7937151852952
102134,R.PRICE 10901.5 #25,dolomite,4527.56,2749.34,2530.0,2539.9388248901723
102076,R.PRICE 10883.5 #7,dolomite,5216.54,3152.89,2570.0,2588.734478570238
102170,R.PRICE 10908.5 #30,dolomite,4855.64,2654.2,2390.0,2382.7611036231315
102240,R.PRICE 10921.5 #43,dolomite,4002.62,2388.45,2340.0,2351.091917625563
102209,R.PRICE 10913.5 #35,dolomite,5314.96,2949.48,2440.0,2479.9995728036747
102202,R.PRICE 10913.5 #35,dolomite,5249.34,3028.22,2440.0,2409.8683707652813
102072,R.PRICE 10883.5 #7,dolomite,5085.3,3067.59,2570.0,2555.555879311871
102162,R.PRICE 10908.5 #30,dolomite,5019.69,2923.23,2390.0,2426.32394896784
102100,R.PRICE 10889.5 #13,dolomite,5314.96,3162.73,2690.0,2654.832459785331
102083,R.PRICE 10883.5 #7,dolomite,5347.77,2900.26,2570.0,2550.419682476625
102148,R.PRICE 10901.5 #25,dolomite,5249.34,2811.68,2530.0,2511.970615846343
102168,R.PRICE 10908.5 #30,dolomite,4855.64,2660.76,2390.0,2424.8467976809397
102153,R.PRICE 10901.5 #25,dolomite,4790.03,2486.88,2530.0,2563.4696362906593
102079,R.PRICE 10883.5 #7,dolomite,4855.64,2893.7,2570.0,2553.398392423089
102300,R.PRICE 10928.5 #50,dolomite,4068.24,2178.48,2310.0,2265.824046014119
102155,R.PRICE 10908.5 #30,dolomite,4330.71,2650.92,2390.0,2385.8625878161824
102273,R.PRICE 10926.5 #48,dolomite,5708.66,3225.07,2560.0,2601.2865396382167
102113,R.PRICE 10890.5 #14,dolomite,5413.39,3248.03,2640.0,2658.6992833554164
102262,R.PRICE 10926.5 #48,dolomite,5577.43,3280.84,2560.0,2604.2420352926915
102193,R.PRICE 10909.5 #31,dolomite,4790.03,2696.85,2370.0,2378.0143988340124
102291,R.PRICE 10928.5 #50,dolomite,4232.28,2188.32,2310.0,2302.853537413976
102151,R.PRICE 10901.5 #25,dolomite,5413.39,2919.95,2530.0,2572.067458516863
102293,R.PRICE 10928.5 #50,dolomite,4560.37,2431.1,2310.0,2288.7706442488875
102238,R.PRICE 10921.5 #43,dolomite,3576.12,2217.85,2340.0,2382.6383788840108
102233,R.PRICE 10916.5 #38,dolomite,5249.34,2847.77,2440.0,2391.904432256593
102166,R.PRICE 10908.5 #30,dolomite,4691.6,2559.06,2390.0,2405.498792289123
102230,R.PRICE 10916.5 #38,dolomite,5216.54,2841.21,2440.0,2427.409566202249
102218,R.PRICE 10916.5 #38,dolomite,4954.07,2867.45,2440.0,2452.72551340518
102288,R.PRICE 10928.5 #50,dolomite,4691.6,2726.38,2310.0,2348.607045353101
102286,R.PRICE 10928.5 #50,dolomite,4461.94,2601.71,2310.0,2272.5694855797738
102137,R.PRICE 10901.5 #25,dolomite,5052.49,2926.51,2530.0,2528.160066947749
102259,R.PRICE 10926.5 #48,dolomite,5380.58,2828.08,2560.0,2554.0457960499984
102219,R.PRICE 10916.5 #38,dolomite,5052.49,2942.91,2440.0,2468.8171042484933
102092,R.PRICE 10889.5 #13,dolomite,5479.0,3280.84,2690.0,2739.766437304508
102281,R.PRICE 10928.5 #50,dolomite,4199.48,2454.07,2310.0,2325.524181030261
102214,R.PRICE 10913.5 #35,dolomite,5479.0,2975.72,2440.0,2473.3784064062743
102111,R.PRICE 10889.5 #13,dolomite,5807.09,2896.98,2690.0,2705.5573394560097
102077,R.PRICE 10883.5 #7,dolomite,5249.34,3156.17,2570.0,2558.6457708064345
102246,R.PRICE 10921.5 #43,dolomite,4527.56,2732.94,2340.0,2368.66839430174
102188,R.PRICE 10909.5 #31,dolomite,4691.6,2588.58,2370.0,2393.5331058733395
102160,R.PRICE 10908.5 #30,dolomite,4691.6,2759.19,2390.0,2437.7578912239464
102243,R.PRICE 10921.5 #43,dolomite,4265.09,2578.74,2340.0,2326.784023202333
102223,R.PRICE 10916.5 #38,dolomite,5216.54,3005.25,2440.0,2474.310070198939
102070,R.PRICE 10883.5 #7,dolomite,4822.83,2923.23,2570.0,2597.043207836065
102124,R.PRICE 10890.5 #14,dolomite,5938.32,3218.5,2640.0,2667.89707561398
102208,R.PRICE 10913.5 #35,dolomite,5183.73,2821.52,2440.0,2445.566089958957
102112,R.PRICE 10890.5 #14,dolomite,5347.77,3169.29,2640.0,2681.317650121468
102115,R.PRICE 10890.5 #14,dolomite,5741.47,3444.88,2640.0,2636.0871485839025
102164,R.PRICE 10908.5 #30,dolomite,4265.09,2339.24,2390.0,2376.3096065718705
102097,R.PRICE 10889.5 #13,dolomite,5708.66,3444.88,2690.0,2678.5703487877813
102265,R.PRICE 10926.5 #48,dolomite,5610.24,3313.65,2560.0,2559.171304139406
102268,R.PRICE 10926.5 #48,dolomite,5347.77,3169.29,2560.0,2514.7195477780056
102220,R.PRICE 10916.5 #38,dolomite,5249.34,3001.97,2440.0,2477.294978265087
102184,R.PRICE 10909.5 #31,dolomite,4068.24,2480.31,2370.0,2330.1220716601924
102190,R.PRICE 10909.5 #31,dolomite,4691.6,2588.58,2370.0,2342.8198698103306
102276,R.PRICE 10926.5 #48,dolomite,5708.66,3211.94,2560.0,2575.637684995009
102185,R.PRICE 10909.5 #31,dolomite,4199.48,2198.16,2370.0,2394.206498205116
102292,R.PRICE 10928.5 #50,dolomite,4396.33,2349.08,2310.0,2263.361427437331
102285,R.PRICE 10928.5 #50,dolomite,4494.75,2611.55,2310.0,2357.643470931166
102207,R.PRICE 10913.5 #35,dolomite,5150.92,2709.97,2440.0,2470.40814253353
102176,R.PRICE 10909.5 #31,dolomite,4265.09,2680.45,2370.0,2377.4306247631257
102159,R.PRICE 10908.5 #30,dolomite,4691.6,2778.87,2390.0,2360.940007935021
102182,R.PRICE 10909.5 #31,dolomite,4658.79,2765.75,2370.0,2344.9198459668696
102252,R.PRICE 10921.5 #43,dolomite,4363.52,2306.43,2340.0,2343.8053549416463
102290,R.PRICE 10928.5 #50,dolomite,4035.43,2129.27,2310.0,2316.77617695676
102179,R.PRICE 10909.5 #31,dolomite,4593.18,2765.75,2370.0,2343.774209082761
102078,R.PRICE 10883.5 #7,dolomite,5479.0,3267.72,2570.0,2609.816383866391
102237,R.PRICE 10916.5 #38,dolomite,4954.07,2562.34,2440.0,2404.1507128805843
102101,R.PRICE 10889.5 #13,dolomite,5938.32,2926.51,2690.0,2705.113738369101
102277,R.PRICE 10926.5 #48,dolomite,5807.09,3280.84,2560.0,2539.89390780081
102210,R.PRICE 10913.5 #35,dolomite,5380.58,2956.04,2440.0,2482.51729394238
102139,R.PRICE 10901.5 #25,dolomite,5052.49,2952.76,2530.0,2569.768631214397
102271,R.PRICE 10926.5 #48,dolomite,5577.43,3169.29,2560.0,2608.447433468467
102251,R.PRICE 10921.5 #43,dolomite,4396.33,2312.99,2340.0,2329.081189241658
102200,R.PRICE 10913.5 #35,dolomite,5249.34,3031.5,2440.0,2434.6304776157976
102117,R.PRICE 10890.5 #14,dolomite,5774.28,3444.88,2640.0,2635.804940262455
102189,R.PRICE 10909.5 #31,dolomite,4658.79,2582.02,2370.0,2322.473119796661
102287,R.PRICE 10928.5 #50,dolomite,4527.56,2611.55,2310.0,2319.076415532986
102103,R.PRICE 10889.5 #13,dolomite,5938.32,3379.27,2690.0,2701.2112427271077
102257,R.PRICE 10921.5 #43,dolomite,4593.18,2473.75,2340.0,2317.08456153721
102154,R.PRICE 10908.5 #30,dolomite,4199.48,2588.58,2390.0,2392.7753025131674
102216,R.PRICE 10913.5 #35,dolomite,4986.88,2582.02,2440.0,2467.511489850444
102226,R.PRICE 10916.5 #38,dolomite,4822.83,2772.31,2440.0,2400.4979418711278
102132,R.PRICE 10890.5 #14,dolomite,5708.66,2828.08,2640.0,2614.8496146026137
102181,R.PRICE 10909.5 #31,dolomite,4625.98,2769.03,2370.0,2341.509324660873
102090,R.PRICE 10883.5 #7,dolomite,4921.26,2670.6,2570.0,2600.862440447398
102157,R.PRICE 10908.5 #30,dolomite,4593.18,2772.31,2390.0,2384.660427940716
102161,R.PRICE 10908.5 #30,dolomite,4691.6,2795.28,2390.0,2350.365189097396
102211,R.PRICE 10913.5 #35,dolomite,5380.58,2985.56,2440.0,2445.586288555728
102172,R.PRICE 10908.5 #30,dolomite,5019.69,2736.22,2390.0,2433.0621770998546
102123,R.PRICE 10890.5 #14,dolomite,5774.28,3175.85,2640.0,2658.437770769064
102244,R.PRICE 10921.5 #43,dolomite,4265.09,2582.02,2340.0,2386.2430082677074
102075,R.PRICE 10883.5 #7,dolomite,5216.54,3143.04,2570.0,2604.842403209376
102098,R.PRICE 10889.5 #13,dolomite,5774.28,3444.88,2690.0,2670.5425244147405
102247,R.PRICE 10921.5 #43,dolomite,3510.5,2208.01,2340.0,2371.2709799088816
102217,R.PRICE 10916.5 #38,dolomite,4724.41,2762.47,2440.0,2441.616621700813
102236,R.PRICE 10916.5 #38,dolomite,5446.19,2975.72,2440.0,2489.2017318051603
102085,R.PRICE 10883.5 #7,dolomite,5314.96,2893.7,2570.0,2603.331906783289
102235,R.PRICE 10916.5 #38,dolomite,5380.58,2923.23,2440.0,2410.9135057470025
102183,R.PRICE 10909.5 #31,dolomite,4921.26,2896.98,2370.0,2366.684962727916
102143,R.PRICE 10901.5 #25,dolomite,4757.22,2440.94,2530.0,2524.8340521524165
102163,R.PRICE 10908.5 #30,dolomite,4199.48,2568.9,2390.0,2399.6747301640453
102175,R.PRICE 10909.5 #31,dolomite,4035.43,2460.63,2370.0,2381.3982618818923
102261,R.PRICE 10926.5 #48,dolomite,5479.0,3257.87,2560.0,2549.494057936119
102284,R.PRICE 10928.5 #50,dolomite,4494.75,2604.99,2310.0,2313.536813602255
102232,R.PRICE 10916.5 #38,dolomite,5249.34,2844.49,2440.0,2463.289184987068
102138,R.PRICE 10901.5 #25,dolomite,5019.69,2916.67,2530.0,2511.6500666573497
102074,R.PRICE 10883.5 #7,dolomite,5216.54,3136.48,2570.0,2549.2531378774684
102171,R.PRICE 10908.5 #30,dolomite,4855.64,2660.76,2390.0,2375.2448147939567
102102,R.PRICE 10889.5 #13,dolomite,5938.32,3346.46,2690.0,2652.8662184824952
102119,R.PRICE 10890.5 #14,dolomite,5741.47,3412.07,2640.0,2592.1322205484184
102186,R.PRICE 10909.5 #31,dolomite,4429.13,2355.64,2370.0,2332.5791355050715
102149,R.PRICE 10901.5 #25,dolomite,5216.54,2795.28,2530.0,2549.259719425268
102258,R.PRICE 10921.5 #43,dolomite,3576.12,2011.15,2340.0,2354.001098861177
102229,R.PRICE 10916.5 #38,dolomite,5118.11,2772.31,2440.0,2398.846695755281
102279,R.PRICE 10926.5 #48,dolomite,5479.0,2739.5,2560.0,2530.008391214224
102296,R.PRICE 10928.5 #50,dolomite,4527.56,2421.26,2310.0,2316.108010124287
102174,R.PRICE 10908.5 #30,dolomite,4363.52,2293.31,2390.0,2420.4220829308388
102178,R.PRICE 10909.5 #31,dolomite,4625.98,2759.19,2370.0,2414.0166897248496
102225,R.PRICE 10916.5 #38,dolomite,5446.19,3116.8,2440.0,2475.7291864389904
102088,R.PRICE 10883.5 #7,dolomite,5446.19,2998.69,2570.0,2521.125327995893
102213,R.PRICE 10913.5 #35,dolomite,5347.77,2933.07,2440.0,2470.806475307371
102086,R.PRICE 10883.5 #7,dolomite,5347.77,2896.98,2570.0,2549.158240715569
